FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD19,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,ISIN,SM,FDD1,FDD2,FDD3,FDD4,FDD5,FDD6,FDD7,ISCHECK,JC,OLD,ISXT,FDAYS,ISTZ,BUREAU,AttenTion
CA1695,738,1234567,ZBAA,1310,1520,ZYDQ,,,,,,,,,,,0,,国内,0,0331,1026,10759,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1696,738,1234567,ZYDQ,1610,1820,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,10760,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1697,738,1234567,ZBAA,1810,2035,ZYJM,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10761,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1698,738,....5.7,ZYJM,2120,0010,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10762,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1698,738,1......,ZYJM,2120,2350,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10763,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1698,738,.234.6.,ZYJM,2120,2355,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,66146,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1701,321,1234567,ZSHC,0655,0925,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10765,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1702,321,......7,ZBAA,1050,1315,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10766,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1702,321,...4.6.,ZBAA,1050,1315,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10767,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1702,321,123.5..,ZBAA,1100,1315,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,66239,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1703,321,1234567,ZSHC,0820,1035,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10768,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1704,321,1234567,ZBAA,1145,1400,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10769,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1705,320,1234567,ZSHC,1235,1455,ZBAA,,,,,,,,,,,0,或使用机型319/321/737/738；,国内,0,0331,1026,10770,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1706,320,1234567,ZBAA,1900,2115,ZSHC,,,,,,,,,,,0,或使用机型319/321/737/738；,国内,0,0331,1026,10771,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1707,321,1234567,ZSHC,1520,1740,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10772,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1708,321,1234567,ZBAA,2200,0015,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10773,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1709,330,1234567,ZSHC,1615,1835,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/350/787；,国内,0,0331,1026,10774,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1710,330,1234567,ZBAA,1950,2200,ZSHC,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/350/787；,国内,0,0331,1026,10776,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1711,330,1234567,ZSHC,0910,1130,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/350/787；,国内,0,0331,1026,10777,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1712,330,1234567,ZBAA,1245,1500,ZSHC,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/350/787；,国内,0,0331,1026,10778,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1713,321,1234567,ZSHC,2115,2335,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10779,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1714,321,1234567,ZBAA,2120,2330,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10780,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1715,350,1234567,ZSHC,1810,2035,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/330/787；,国内,0,0331,1026,10781,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1716,350,1234567,ZBAA,1435,1650,ZSHC,,,,,,,,,,,0,或使用机型319/320/321/737/738/777/333/330/787；,国内,0,0331,1026,10782,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1717,321,.....6.,ZSHC,1430,1700,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10783,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1717,321,12345.7,ZSHC,1430,1650,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,66259,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1718,321,1234567,ZBAA,1800,2010,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10784,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1719,321,1234567,ZSHC,0725,0935,ZGGG,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10785,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1720,321,1234567,ZGGG,1035,1245,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10787,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1721,321,1234567,ZSHC,1350,1555,ZGGG,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10788,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1722,321,1234567,ZGGG,1705,1910,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10789,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1723,321,1.3.5.7,ZSHC,1505,1800,ZYCC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,66626,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1724,321,1.3.5.7,ZYCC,1900,2210,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,66627,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1725,321,1234567,ZSHC,1530,1740,ZGGG,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10792,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1726,321,......7,ZGGG,1845,2050,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10793,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1726,321,123456.,ZGGG,1845,2110,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,67301,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1731,321,1234567,ZSHC,0730,0950,ZGSZ,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10795,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1732,321,1234567,ZGSZ,1050,1255,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10796,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1733,321,1234567,ZSHC,1415,1635,ZGSZ,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10797,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1734,321,1234567,ZGSZ,1745,2000,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10798,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1735,319,1234567,ZSHC,1850,2110,ZGSZ,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10799,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1736,319,1234567,ZGSZ,2215,0015,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10800,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1737,320,.2.4.6.,ZSHC,0650,0900,ZLXY,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10801,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1738,320,.2.4.6.,ZLXY,2010,2240,ZSHC,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10802,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1739,321,1234567,ZSHC,2020,2240,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10803,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1740,321,1234567,ZBAA,2340,0155,ZSHC,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10806,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1741,321,1234567,ZSHC,0745,1035,ZUUU,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10807,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1742,321,1234567,ZUUU,1155,1435,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10808,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1743,320,1.3.5.7,ZSHC,0650,0900,ZLXY,1005,1405,ZWKM,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10809,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1744,320,1.3.5.7,ZWKM,1535,1905,ZLXY,2010,2240,ZSHC,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10811,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1745,321,1234567,ZSHC,1715,2010,ZUUU,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10813,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1746,321,1234567,ZUUU,2140,0020,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10814,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1747,319,..3....,ZSHC,0955,1235,ZUPS,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79196,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1747,319,12.4.6.,ZSHC,0955,1235,ZUPS,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67277,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1748,319,..3....,ZUPS,1330,1605,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79197,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1748,319,1......,ZUPS,1330,1600,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,77790,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1748,319,.2.4.6.,ZUPS,1440,1715,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,77789,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1749,321,1234567,ZSHC,1600,1835,ZUGY,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10817,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1750,321,1234567,ZUGY,1930,2145,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10818,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1751,319,......7,ZSHC,0745,1035,ZPPP,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,78759,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1751,319,1.3.5..,ZSHC,0730,1035,ZPPP,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,78757,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1751,319,.2.4.6.,ZSHC,0735,1035,ZPPP,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,78758,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1752,319,1234567,ZPPP,1220,1515,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10820,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1753,319,1234567,ZSHC,1555,1920,ZPPP,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10821,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1754,319,1234567,ZPPP,2025,2315,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10822,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1757,319,......7,ZSHC,0730,0910,ZHCC,1010,1145,ZBUC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10825,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1757,319,.....6.,ZSHC,0730,0910,ZHCC,1010,1145,ZBUC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67074,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1757,319,.2.4...,ZSHC,0730,0910,ZHCC,1010,1145,ZBUC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67108,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1758,319,.....6.,ZBUC,1230,1400,ZHCC,1500,1635,ZSHC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10827,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1758,319,...4...,ZBUC,1230,1400,ZHCC,1500,1635,ZSHC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67078,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1758,319,.2....7,ZBUC,1230,1400,ZHCC,1500,1635,ZSHC,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67100,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1759,319,1234567,ZSHC,0730,1000,ZUCK,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10829,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1760,319,1234567,ZUCK,1200,1415,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10830,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1761,320,12345..,ZSHC,1620,1855,ZUCK,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,72418,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1761,320,.....67,ZSHC,1620,1845,ZUCK,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,72419,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1762,320,1234567,ZUCK,1955,2225,ZSHC,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10832,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1763,320,1234567,ZSHC,1735,1955,ZBYN,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10833,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1764,320,1234567,ZBYN,2040,2245,ZSHC,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10834,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1765,320,.2.4.6.,ZSHC,0700,1015,ZLLL,1125,1410,ZWKL,,,,,,,,0,航路航线审核中；或使用机型319/321；,国内,0,0331,1026,10835,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1766,320,.2.4.6.,ZWKL,1530,1800,ZLLL,2135,0015,ZSHC,,,,,,,,0,航路航线审核中；或使用机型319/321；,国内,0,0331,1026,10837,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1767,320,......7,ZSHC,0710,1010,ZLLL,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,77804,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1767,320,1......,ZSHC,0720,1010,ZLLL,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,79191,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1767,320,..3.5..,ZSHC,0710,1010,ZLLL,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,79190,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1768,320,1.3.5.7,ZLLL,2135,0010,ZSHC,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10840,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1771,319,1234567,ZSHC,1520,1730,ZBTJ,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10843,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1772,319,....5..,ZBTJ,1905,2055,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10844,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1772,319,.2.4.6.,ZBTJ,1830,2030,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,66448,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1772,319,1.3...7,ZBTJ,1830,2030,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67195,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1773,320,.2.4...,ZSHC,0650,0930,ZUGU,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,77808,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1773,320,....5.7,ZSHC,0740,1030,ZUGU,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,77809,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1774,320,.2.45.7,ZUGU,1130,1355,ZSHC,,,,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,77811,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1775,319,.2.4.6.,ZSHC,0625,0930,ZLIC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10845,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1775,319,1.3.5.7,ZSHC,0605,0910,ZLIC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67212,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1776,319,..3.5.7,ZLIC,1100,1330,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10846,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1776,319,.2.4.6.,ZLIC,1100,1330,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67119,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1776,319,1......,ZLIC,1100,1330,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67130,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1777,321,..3.5.7,ZSHC,0750,1025,ZGNN,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10847,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1777,321,12.4.6.,ZSHC,0755,1025,ZGNN,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,67279,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1778,321,..3.5.7,ZGNN,1120,1350,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,10848,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1778,321,12.4.6.,ZGNN,1120,1350,ZSHC,,,,,,,,,,,0,或使用机型319/320；,国内,0,0331,1026,67280,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1781,320,.2.4.6.,ZSHC,0830,1040,ZBYC,1130,1520,ZWWW,,,,,,,,0,航路航线审核中；或使用机型319/321；,国内,0,0331,1026,10851,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1781,320,1.3.5.7,ZSHC,0835,1040,ZBYC,1130,1520,ZWWW,,,,,,,,0,航路航线审核中；或使用机型319/321；,国内,0,0331,1026,67213,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1782,320,1234567,ZWWW,1625,1950,ZBYC,2040,2230,ZSHC,,,,,,,,0,航路航线审核中；或使用机型319/321；,国内,0,0331,1026,10853,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1783,319,1234567,ZSHC,1610,1840,ZGZJ,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10855,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1784,319,1.3.5.7,ZGZJ,2150,0025,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,77825,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1784,319,.2.4.6.,ZGZJ,2135,0010,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,77828,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1785,319,1234567,ZSHC,1505,1750,ZLIC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10857,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1786,319,......7,ZLIC,2010,2250,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10858,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1786,319,.2.4.6.,ZLIC,2115,0010,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67120,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1786,319,1.3.5..,ZLIC,2010,2305,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67198,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1787,319,1234567,ZSHC,0615,0820,ZSWH,1030,1225,ZYHB,,,,,,,,0,航路航线审核中；或使用机型320/321；,国内,0,0331,1026,62289,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1788,319,1234567,ZYHB,1325,1515,ZSWH,1600,1750,ZSHC,,,,,,,,0,航路航线审核中；或使用机型320/321；,国内,0,0331,1026,63728,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1789,320,..3.5.7,ZSHC,0625,0815,ZSYT,0915,1115,ZYDQ,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,10863,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1789,320,1......,ZSHC,0625,0815,ZSYT,0915,1115,ZYDQ,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,67131,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1790,320,1.3.5..,ZYDQ,1220,1430,ZSYT,1520,1715,ZSHC,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,79192,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1790,320,......7,ZYDQ,1300,1510,ZSYT,1610,1810,ZSHC,,,,,,,,0,或使用机型319/321；,国内,0,0331,1026,79251,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1793,319,1234567,ZSHC,0740,1010,ZBHH,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10870,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1794,319,1234567,ZBHH,1110,1330,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10871,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1795,319,.2.4.6.,ZSHC,1200,1400,ZBLF,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10872,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1795,319,1.3.5.7,ZSHC,1110,1330,ZBLF,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67215,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1796,319,.2.....,ZBLF,2150,0010,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79202,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1796,319,...4.6.,ZBLF,2120,2340,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79201,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1796,319,1.3.5.7,ZBLF,2120,2320,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,67216,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1797,319,1234567,ZSHC,1710,1915,ZGKL,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,10874,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1798,319,.2.4.6.,ZGKL,2220,0025,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79205,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1798,319,1.3.5.7,ZGKL,2120,2325,ZSHC,,,,,,,,,,,0,或使用机型320/321；,国内,0,0331,1026,79204,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1801,321,.2.4.6.,ZBAA,2005,2310,ZSAM,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10877,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1801,321,1.3.5.7,ZBAA,2010,2310,ZSAM,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,66200,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1802,321,1234567,ZSAM,0745,1035,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10878,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1805,738,...4567,ZBAA,0815,1055,ZSGS,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10882,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1805,738,123....,ZBAA,0810,1055,ZSGS,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10883,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1806,738,1234567,ZSGS,1200,1440,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10884,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1807,738,1234567,ZBAA,1620,1910,ZSFZ,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10885,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1808,738,......7,ZSFZ,0800,1045,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10886,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1808,738,.2..5..,ZSFZ,0810,1055,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,10887,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1808,738,1.34.6.,ZSFZ,0810,1105,ZBAA,,,,,,,,,,,0,或使用机型319/320/321/737；,国内,0,0331,1026,66213,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1809,321,1234567,ZBAA,0820,1125,ZSAM,,,,,,,,,,,0,,国内,0,0331,1026,75589,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1810,321,1234567,ZSAM,1225,1520,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,75590,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1815,321,1234567,ZBAA,1615,1925,ZSAM,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10891,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
CA1816,321,1234567,ZSAM,2030,2325,ZBAA,,,,,,,,,,,0,或使用机型319/320/737/738；,国内,0,0331,1026,10892,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
