"SENDUNIT","RECVUNIT","CONTENTS","REASON","PUB_TIME","START_TIME","END_TIME"
"北京区管","西安","限制西安方向出APOGO S0890含以下(备注：常规 郑州，济南，石家庄，武汉，邯郸，山西省内落地0750含以下)","航班时刻","201810221806 ","201810230900 ","201810232358 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810161807 ","201810170700 ","201810172300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810161806 ","201810170700 ","201810172300 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810161806 ","201810170700 ","201810172300 "
"北京区管","沈阳","限制沈阳方向出P06 15分钟一架","军事活动","201810170717 ","201810170750 ","201810171900 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810161900 ","201810170800 ","201810172300 "
"北京区管","沈阳","限制沈阳方向重庆落地 30分钟一架(备注：转西安)","军事活动","201810170842 ","201810170842 ","201810171250 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0920,S0840,S0780禁用","军事活动","201810171155 ","201810171200 ","201810171245 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810161806 ","201810171200 ","201810171600 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0920,S0840禁用","军事活动","201810171245 ","201810171245 ","201810171400 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0920,S0840,S0780禁用","军事活动","201810171724 ","201810171750 ","201810171950 "
"北京区管","沈阳","限制沈阳方向深圳落地 30分钟一架(备注：转广州)","空管原因","201810171930 ","201810172030 ","201810180100 "
"北京区管","沈阳","限制沈阳方向成都落地 60分钟一架(备注：转西安)","航班时刻","201810171943 ","201810172100 ","201810172358 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810171825 ","201810172200 ","201810172358 "
"北京区管","沈阳","限制沈阳方向成都落地出KAKAT 40分钟一架(备注：转西安)","军事活动","201810172346 ","201810180600 ","201810180820 "
"北京区管","沈阳","限制沈阳方向南宁落地 起飞申请(备注：转广州)","军事活动","201810172332 ","201810180600 ","201810181600 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810171807 ","201810180700 ","201810182300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810171806 ","201810180700 ","201810182300 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810171806 ","201810180700 ","201810182300 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810171900 ","201810180800 ","201810182300 "
"北京区管","沈阳","限制沈阳方向重庆落地 20分钟一架(备注：转西安)","军事活动","201810180808 ","201810180808 ","201810181204 "
"北京区管","沈阳","限制沈阳方向深圳,珠海,澳门落地 30分钟一架(备注：转广州)","军事活动","201810180811 ","201810180811 ","201810181654 "
"北京区管","沈阳","限制沈阳方向广州落地 18分钟一架(备注：转广州)","军事活动","201810180811 ","201810180811 ","201810181534 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810171806 ","201810181200 ","201810181600 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,呼和浩特,包头,乌兰察布落地出P110 S0780含以下(备注：呼和区域)","航班时刻","201810181152 ","201810181300 ","201810181600 "
"北京区管","沈阳","限制沈阳方向深圳落地 30分钟一架(备注：转广州)","空管原因","201810181654 ","201810181654 ","201810182000 "
"北京区管","沈阳","限制沈阳方向成都落地出KAKAT 40分钟一架(备注：转西安)","航班时刻","201810182004 ","201810182140 ","201810182358 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810181844 ","201810182200 ","201810182359 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810181807 ","201810190700 ","201810192300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810181806 ","201810190700 ","201810192300 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810181806 ","201810190700 ","201810192300 "
"北京区管","沈阳","限制沈阳方向出P06 15分钟一架","军事活动","201810190756 ","201810190800 ","201810192030 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810181900 ","201810190800 ","201810192300 "
"北京区管","沈阳","限制沈阳方向天津落地出DABMA 30分钟一架","军事活动","201810191117 ","201810191120 ","201810191240 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810181806 ","201810191200 ","201810191600 "
"北京区管","沈阳","限制沈阳方向成都落地出KAKAT 40分钟一架(备注：转西安)","航班时刻","201810192012 ","201810192110 ","201810192340 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810192358 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810191806 ","201810200700 ","201810202300 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810191807 ","201810200700 ","201810202300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810191806 ","201810200700 ","201810202300 "
"北京区管","沈阳","限制沈阳方向天津落地出P06 20分钟一架","军事活动","201810200735 ","201810200740 ","201810201545 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810191900 ","201810200800 ","201810202300 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810191806 ","201810201200 ","201810201600 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210001 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810201806 ","201810210700 ","201810212300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810201806 ","201810210700 ","201810212300 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810201807 ","201810210700 ","201810212300 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810201900 ","201810210800 ","201810212300 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810201806 ","201810211200 ","201810211600 "
"北京区管","沈阳","限制沈阳方向深圳,珠海,澳门落地 15分钟一架(备注：转广州)","天气原因","201810211800 ","201810211640 ","201810211911 "
"北京区管","沈阳","限制沈阳方向深圳,珠海,澳门落地 20分钟一架(备注：转广州)","天气原因","201810211559 ","201810211640 ","201810211800 "
"北京区管","沈阳","限制沈阳方向成都落地出KAKAT 30分钟一架(备注：转西安)","航班时刻","201810212015 ","201810212100 ","201810212358 "
"北京区管","沈阳","限制沈阳方向西安落地 40分钟一架(备注：转西安)","天气原因","201810221936 ","201810212100 ","201810220632 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810211806 ","201810220700 ","201810222300 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810211807 ","201810220700 ","201810222300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810211806 ","201810220700 ","201810222300 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810211900 ","201810220800 ","201810222300 "
"北京区管","沈阳","限制沈阳方向重庆落地出KAKAT 20分钟一架(备注：转西安)","军事活动","201810220814 ","201810220814 ","201810221040 "
"北京区管","沈阳","限制沈阳方向出P06京区域只用S0780,S0720,S0660,S0600 15分钟一架","军事活动","201810220724 ","201810220815 ","201810221700 "
"北京区管","沈阳","限制沈阳方向广州落地出ANDIN,DABMA 12分钟一架(备注：转广州)","军事活动","201810220817 ","201810220817 ","201810220840 "
"北京区管","沈阳","限制沈阳方向广州落地出ANDIN,DABMA 15分钟一架(备注：转广州)","军事活动","201810220817 ","201810220817 ","201810221030 "
"北京区管","沈阳","限制沈阳方向珠海,深圳,澳门落地出ANDIN,DABMA 20分钟一架(备注：转广州)","军事活动","201810220817 ","201810220817 ","201810221012 "
"北京区管","沈阳","限制沈阳方向出ANDIN,DABMA京区域 S1040禁用(备注：只限飞越 常规)","航班时刻","201810211806 ","201810221200 ","201810221600 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,呼和浩特,包头,乌兰察布,巴彦卓尔落地出P110 S0780含以下","航班时刻","201810221154 ","201810221300 ","201810221600 "
"北京区管","沈阳","限制沈阳方向成都落地出KAKAT 40分钟一架(备注：转西安)","航班时刻","201810221952 ","201810222200 ","201810222330 "
"北京区管","沈阳","限制沈阳方向北京落地出DABMA,RULOP 15分钟一架(备注：总量45架)","机场原因","201810221815 ","201810222200 ","201810230200 "
"北京区管","沈阳","限制沈阳方向出KAKAT S0840含以上 10分钟一架,呼和浩特、包头、鄂尔多斯落地不受限 60分钟6架,最小间隔60公里(备注：常规)","军事活动","201810221807 ","201810230700 ","201810232300 "
"北京区管","沈阳","限制沈阳方向出KAKAT京区域 S1040禁用(备注：常规)","军事活动","201810221806 ","201810230700 ","201810232300 "
"北京区管","沈阳","限制沈阳方向鄂尔多斯,包头,呼和浩特落地出KAKAT只用S0780,S0720(备注：084可协调，常规)","军事活动","201810221806 ","201810230700 ","201810232300 "
"北京区管","沈阳","限制沈阳方向出P06 S0840含以下(备注：航路结构 常规)","其他","201810221900 ","201810230800 ","201810232300 "
"北京区管","沈阳","限制沈阳方向出P06 10分钟一架","军事活动","201810230810 ","201810230830 ","201810231500 "
"北京区管","沈阳","限制沈阳方向重庆落地出KAKAT 30分钟一架(备注：转西安)","军事活动","201810230853 ","201810230853 ","201810231103 "
"北京区管","广州","限制广州方向大连落地出OBLIK 禁航(备注：转济南)","机场原因","201810162034 ","201810170700 ","201810170830 "
"北京区管","广州","限制广州方向出OBLIK B208航路 S1010含以上 80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向出OBLIK B208航路 S0950含以下 80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向长治,大同,邯郸,临汾,吕梁,五台山,运城,太原落地出OBLIK使用S0950含以下同高度80公里一架,太原落地不受限(备注：山西省)","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向出OBLIK 60公里一架(备注：常规 山东及以远)","航班时刻","201810161804 ","201810170800 ","201810171000 "
"北京区管","广州","限制广州方向出OBLIK B208航路 S0950含以下同高度80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向北京落地出OBLIK S1130含以下(备注：常规)","航班时刻","201810161804 ","201810170800 ","201810172358 "
"北京区管","广州","限制广州方向五台山,南苑,大同,天津,石家庄落地出OBLIK S0950含以下(备注： 良乡 山东省 常规)","航班时刻","201810161804 ","201810170800 ","201810172358 "
"北京区管","广州","限制广州方向出OBLIK B208航路使用S1010含以上同高度80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向出OBLIK B208航路使用S0950含以下同高度80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向出OBLIK B208航路 S0950含以下同高度80公里一架,太原落地不受限","军事活动","201810170754 ","201810170800 ","201810171630 "
"北京区管","广州","限制广州方向太原落地出OBLIK 20分钟一架(备注：郑限)","军事活动","201810170907 ","201810170907 ","201810171230 "
"北京区管","广州","限制广州方向出OBLIK京区域 S1130,S1070,S1010,S0950,S0890禁用","军事活动","201810170925 ","201810170940 ","201810171020 "
"北京区管","广州","限制广州方向烟台落地出OBLIK 禁航(备注：转济南)","军事活动","201810162034 ","201810170940 ","201810171140 "
"北京区管","广州","限制广州方向南苑,天津落地出OBLIK 80公里一架","军事活动","201810171052 ","201810171030 ","201810172030 "
"北京区管","广州","限制广州方向青岛落地出OBLIK 30分钟一架(备注：转济南)","军事活动","201810172034 ","201810171050 ","201810171930 "
"北京区管","广州","限制广州方向济南落地出OBLIK S0750含以下 100公里一架(备注：转济南，郑州)","军事活动","201810170900 ","201810171110 ","201810171920 "
"北京区管","广州","限制广州方向出OBLIK S0810禁用","军事活动","201810171135 ","201810171200 ","201810171228 "
"北京区管","西安","限制西安方向北京落地出OKVUM 60公里一架","航班时刻","201810181844 ","201810182359 ","201810190100 "
"北京区管","西安","限制西安方向日照,淮安,徐州,盐城,连云港落地出P62 S0750含以下(备注：转上海)","军事活动","201810190701 ","201810190700 ","201810191608 "
"北京区管","西安","限制西安方向虹桥落地出P62 S0890含以下(备注：常规 转上海三段时间)","航班时刻","201810181804 ","201810190700 ","201810192300 "
"北京区管","西安","限制西安方向安庆,合肥,南京,池州落地出SHX S0750含以下(备注：常规)","航班时刻","201810181809 ","201810190800 ","201810192300 "
"北京区管","西安","限制西安方向南苑,天津,北京落地出DKO,P12,P209 S0950含以下(备注：常规)","航班时刻","201810191726 ","201810190800 ","201810200700 "
"北京区管","西安","限制西安方向出P62只用S1070,S0890(备注：常规)","航班时刻","201810181810 ","201810190800 ","201810192358 "
"北京区管","西安","限制西安方向出P24 60公里一架(备注：常规 山东省及以远)","航班时刻","201810181809 ","201810190800 ","201810191000 "
"北京区管","西安","限制西安方向出P24只用S0950,S0810(备注：山东省及以远 常规)","航班时刻","201810181808 ","201810190800 ","201810192330 "
"北京区管","西安","限制西安方向济宁,阜阳,临汾,邯郸,长治落地出P24 S0750含以下(备注：山西省落地 常规)","航班时刻","201810181808 ","201810190800 ","201810192358 "
"北京区管","西安","限制西安方向武汉,南昌落地出P62 S0890含以下(备注：常规)","航班时刻","201810181810 ","201810190800 ","201810192358 "
"北京区管","西安","限制西安方向出P62江苏省机场 S0890含以下(备注：常规 除南京)","航班时刻","201810181811 ","201810190800 ","201810192358 "
"北京区管","西安","限制西安方向出DKO,P12,P209京区域只用S1190,S1010,北京、天津、南苑落地不受限(备注：仁川仅101，常规)","航班时刻","201810181805 ","201810190800 ","201810192358 "
"北京区管","西安","限制西安方向济南落地出P24 S0750含以下(备注：转济南)","军事活动","201810190819 ","201810190819 ","201810191430 "
"北京区管","西安","限制西安方向五台山,临汾,运城,太原落地出OKVUM S0750含以下(备注：山西省 常规)","航班时刻","201810181807 ","201810190900 ","201810192358 "
"北京区管","西安","限制西安方向出APOGO S0890含以下(备注：常规 郑州，济南，石家庄，武汉，邯郸，山西省内落地0750含以下)","航班时刻","201810181806 ","201810190900 ","201810192358 "
"北京区管","西安","限制西安方向南苑,天津落地出P24,OKVUM 150公里一架(备注：分算)","军事活动","201810190747 ","201810190900 ","201810191600 "
"北京区管","西安","限制西安方向石家庄,呼和浩特落地出P24 S0950含以下(备注：山西省 常规)","航班时刻","201810181806 ","201810190900 ","201810192358 "
"北京区管","西安","限制西安方向烟台落地 S0750含以下(备注：转济南)","航班时刻","201810182103 ","201810190930 ","201810191130 "
"北京区管","西安","限制西安方向烟台落地出SHX 60分钟一架(备注：转济南)","航班时刻","201810182100 ","201810190930 ","201810191130 "
"北京区管","西安","限制西安方向青岛落地 20分钟一架(备注：转济南)","军事活动","201810182103 ","201810190950 ","201810191150 "
"北京区管","西安","限制西安方向出OKVUM沈阳区域 30分钟一架,大连落地不受限 60分钟2架,最小间隔15分钟","航班时刻","201810190648 ","201810191300 ","201810191500 "
"北京区管","西安","限制西安方向武汉,襄樊落地出P24 S0750含以下","军事活动","201810191224 ","201810191400 ","201810192200 "
"北京区管","西安","限制西安方向襄樊,武汉落地出P62 S0750含以下","军事活动","201810191224 ","201810191400 ","201810192200 "
"北京区管","西安","限制西安方向北京落地出P24 10分钟一架 60分钟6架,最小间隔5分钟","航班时刻","201810191649 ","201810192000 ","201810192200 "
"北京区管","西安","限制西安方向北京落地出OKVUM 10分钟一架 60分钟6架,最小间隔5分钟","航班时刻","201810191649 ","201810192100 ","201810192200 "
"北京区管","西安","限制西安方向北京落地出OKVUM 120公里一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810200100 "
"北京区管","西安","限制西安方向北京落地出P24 15分钟一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810200100 "
"北京区管","西安","限制西安方向虹桥落地出P62 S0890含以下(备注：常规 转上海三段时间)","航班时刻","201810191804 ","201810200700 ","201810202300 "
"北京区管","西安","限制西安方向南苑,天津落地出P24,OKVUM 180公里一架(备注：分算)","军事活动","201810200750 ","201810200800 ","201810201900 "
"北京区管","西安","限制西安方向南苑,天津,北京落地出DKO,P12,P209 S0950含以下(备注：常规)","航班时刻","201810191726 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向出P62只用S1070,S0890(备注：常规)","航班时刻","201810191810 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向武汉,南昌落地出P62 S0890含以下(备注：常规)","航班时刻","201810191810 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向济宁,阜阳,临汾,邯郸,长治落地出P24 S0750含以下(备注：山西省落地 常规)","航班时刻","201810191808 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向出P62江苏省机场 S0890含以下(备注：常规 除南京)","航班时刻","201810191811 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向出DKO,P12,P209京区域只用S1190,S1010,北京、天津、南苑落地不受限(备注：仁川仅101，常规)","航班时刻","201810191805 ","201810200800 ","201810202358 "
"北京区管","西安","限制西安方向出P24 60公里一架(备注：常规 山东省及以远)","航班时刻","201810191809 ","201810200800 ","201810201000 "
"北京区管","西安","限制西安方向安庆,合肥,南京,池州落地出SHX S0750含以下(备注：常规)","航班时刻","201810191809 ","201810200800 ","201810202300 "
"北京区管","西安","限制西安方向出P24只用S0950,S0810(备注：山东省及以远 常规)","航班时刻","201810191808 ","201810200800 ","201810202330 "
"北京区管","西安","限制西安方向石家庄,呼和浩特落地出P24 S0950含以下(备注：山西省 常规)","航班时刻","201810191806 ","201810200900 ","201810202358 "
"北京区管","西安","限制西安方向五台山,临汾,运城,太原落地出OKVUM S0750含以下(备注：山西省 常规)","航班时刻","201810191807 ","201810200900 ","201810202358 "
"北京区管","西安","限制西安方向出APOGO S0890含以下(备注：常规 郑州，济南，石家庄，武汉，邯郸，山西省内落地0750含以下)","航班时刻","201810191806 ","201810200900 ","201810202358 "
"北京区管","西安","限制西安方向烟台落地出SHX 60分钟一架(备注：转济南)","军事活动","201810192100 ","201810200930 ","201810201130 "
"北京区管","西安","限制西安方向日照,淮安,徐州,盐城,连云港落地出P62 S0750含以下(备注：转上海)","军事活动","201810201015 ","201810201015 ","201810201343 "
"北京区管","西安","限制西安方向武汉,襄樊落地出P62 S0750含以下","军事活动","201810201102 ","201810201120 ","201810201200 "
"北京区管","西安","限制西安方向出OKVUM沈阳区域 30分钟一架,大连落地不受限 60分钟2架,最小间隔15分钟","航班时刻","201810200635 ","201810201300 ","201810201500 "
"北京区管","西安","限制西安方向北京落地出P24,OKVUM 10分钟一架 60分钟6架,最小间隔5分钟(备注：两口分算)","航班时刻","201810201658 ","201810202100 ","201810202200 "
"北京区管","西安","限制西安方向北京落地出P24 15分钟一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210100 "
"北京区管","西安","限制西安方向北京落地出OKVUM 120公里一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210100 "
"北京区管","西安","限制西安方向虹桥落地出P62 S0890含以下(备注：常规 转上海三段时间)","航班时刻","201810201804 ","201810210700 ","201810212300 "
"北京区管","西安","限制西安方向济宁,阜阳,临汾,邯郸,长治落地出P24 S0750含以下(备注：山西省落地 常规)","航班时刻","201810201808 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向武汉,南昌落地出P62 S0890含以下(备注：常规)","航班时刻","201810201810 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向出P62只用S1070,S0890(备注：常规)","航班时刻","201810201810 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向出P24 60公里一架(备注：常规 山东省及以远)","航班时刻","201810201809 ","201810210800 ","201810211000 "
"北京区管","西安","限制西安方向安庆,合肥,南京,池州落地出SHX S0750含以下(备注：常规)","航班时刻","201810201809 ","201810210800 ","201810212300 "
"北京区管","西安","限制西安方向出P24只用S0950,S0810(备注：山东省及以远 常规)","航班时刻","201810201808 ","201810210800 ","201810212330 "
"北京区管","西安","限制西安方向南苑,天津,北京落地出DKO,P12,P209 S0950含以下(备注：常规)","航班时刻","201810201726 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向出DKO,P12,P209京区域只用S1190,S1010,北京、天津、南苑落地不受限(备注：仁川仅101，常规)","航班时刻","201810201805 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向出P62江苏省机场 S0890含以下(备注：常规 除南京)","航班时刻","201810201811 ","201810210800 ","201810212358 "
"北京区管","西安","限制西安方向五台山,临汾,运城,太原落地出OKVUM S0750含以下(备注：山西省 常规)","航班时刻","201810201807 ","201810210900 ","201810212358 "
"北京区管","西安","限制西安方向石家庄,呼和浩特落地出P24 S0950含以下(备注：山西省 常规)","航班时刻","201810201806 ","201810210900 ","201810212358 "
"北京区管","西安","限制西安方向出APOGO S0890含以下(备注：常规 郑州，济南，石家庄，武汉，邯郸，山西省内落地0750含以下)","航班时刻","201810201806 ","201810210900 ","201810212358 "
"北京区管","西安","限制西安方向烟台落地出P24 120分钟一架(备注：转济南)","航班时刻","201810202125 ","201810210940 ","201810211140 "
"北京区管","西安","限制西安方向出OKVUM沈阳区域 30分钟一架,大连落地不受限 60分钟2架,最小间隔15分钟","航班时刻","201810210646 ","201810211300 ","201810211500 "
"北京区管","西安","限制西安方向南苑,天津落地出P24 20分钟一架 60分钟3架,最小间隔10分钟","航班时刻","201810211103 ","201810211300 ","201810211500 "
"北京区管","西安","限制西安方向北京落地出P24 8分钟一架 60分钟8架,最小间隔40公里","航班时刻","201810211803 ","201810212000 ","201810212200 "
"北京区管","西安","限制西安方向北京落地出OKVUM 8分钟一架 60分钟8架,最小间隔40公里","航班时刻","201810211803 ","201810212100 ","201810212200 "
"北京区管","西安","限制西安方向北京落地出P24 20分钟一架(备注：总量40架)","机场原因","201810211822 ","201810212200 ","201810220100 "
"北京区管","西安","限制西安方向北京落地出OKVUM 12分钟一架(备注：总量40架 西安单算120公里)","机场原因","201810211822 ","201810212200 ","201810220100 "
"北京区管","西安","限制西安方向虹桥落地出P62 S0890含以下(备注：常规 转上海三段时间)","航班时刻","201810211804 ","201810220700 ","201810222300 "
"北京区管","西安","限制西安方向浦东落地出P62 40分钟一架(备注：转上海)","天气原因","201810212144 ","201810220730 ","201810221030 "
"北京区管","西安","限制西安方向出P62只用S1070,S0890(备注：常规)","航班时刻","201810211810 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向济宁,阜阳,临汾,邯郸,长治落地出P24 S0750含以下(备注：山西省落地 常规)","航班时刻","201810211808 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向出P62江苏省机场 S0890含以下(备注：常规 除南京)","航班时刻","201810211811 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向出DKO,P12,P209京区域只用S1190,S1010,北京、天津、南苑落地不受限(备注：仁川仅101，常规)","航班时刻","201810211805 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向南苑,天津,北京落地出DKO,P12,P209 S0950含以下(备注：常规)","航班时刻","201810211726 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向出P24只用S0950,S0810(备注：山东省及以远 常规)","航班时刻","201810211808 ","201810220800 ","201810222330 "
"北京区管","西安","限制西安方向安庆,合肥,南京,池州落地出SHX S0750含以下(备注：常规)","航班时刻","201810211809 ","201810220800 ","201810222300 "
"北京区管","西安","限制西安方向出P24 60公里一架(备注：常规 山东省及以远)","航班时刻","201810211809 ","201810220800 ","201810221000 "
"北京区管","西安","限制西安方向武汉,南昌落地出P62 S0890含以下(备注：常规)","航班时刻","201810211810 ","201810220800 ","201810222358 "
"北京区管","西安","限制西安方向虹桥落地出P62 40分钟一架(备注：转上海)","天气原因","201810212144 ","201810220830 ","201810221030 "
"北京区管","西安","限制西安方向长春,哈尔滨落地出OKVUM 100公里一架","航班时刻","201810220849 ","201810220900 ","201810221300 "
"北京区管","西安","限制西安方向石家庄,呼和浩特落地出P24 S0950含以下(备注：山西省 常规)","航班时刻","201810211806 ","201810220900 ","201810222358 "
"北京区管","西安","限制西安方向五台山,临汾,运城,太原落地出OKVUM S0750含以下(备注：山西省 常规)","航班时刻","201810211807 ","201810220900 ","201810222358 "
"北京区管","西安","限制西安方向出APOGO S0890含以下(备注：常规 郑州，济南，石家庄，武汉，邯郸，山西省内落地0750含以下)","航班时刻","201810211806 ","201810220900 ","201810222358 "
"北京区管","西安","限制西安方向烟台落地出P24 S0750含以下(备注：转济南)","军事活动","201810220801 ","201810220940 ","201810221140 "
"北京区管","西安","限制西安方向出DKO S1130,S1070禁用","其他","201810220929 ","201810221000 ","201810221030 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810151900 ","201810160700 ","201810170200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810151900 ","201810160700 ","201810170200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810151953 ","201810160700 ","201810170200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810151900 ","201810160700 ","201810170200 "
"北京区管","上海","限制上海方向北京落地出UDINO使用S1040含以上 40公里一架","航班时刻","201810160900 ","201810160900 ","201810170200 "
"北京区管","上海","限制上海方向北京落地出UDINO使用S0920含以上 40公里一架","航班时刻","201810160900 ","201810160900 ","201810170200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810161953 ","201810170700 ","201810180200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810161900 ","201810170700 ","201810180200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810161900 ","201810170700 ","201810180200 "
